crop_year,crop_year_start,month,month_order,price_kind,market_level,product_type,unit,price,source_period,source_file
2012-2013,2012,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,1899.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1540.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,41.58,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,48.84,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,43.77,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1444.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,1902.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,1527.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,36.69,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.56,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1510.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,1953.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,1619.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,39.14,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.28,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,41.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1496.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,1927.42,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,1603.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,38.98,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,41.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1576.59,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,1976.48,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,1693.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,40.65,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.55,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.29,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1620.22,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,2015.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,1767.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,39.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.39,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.8,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1612.88,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,2014.38,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,1784.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,40.7,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.73,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.71,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1590.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,1997.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,1781.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,39.4,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.56,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1579.46,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,1979.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,2012,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,1770.43,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2013-2014,2013,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,39.37,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.37,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1565.04,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,1963.46,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,1749.79,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,39.18,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.17,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1633.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,1991.67,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,1755.56,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,40.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.6,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,43.59,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1667.14,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,2029.71,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,1789.64,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,40.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.71,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,42.93,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1658.62,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,2060.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,1766.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,40.15,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.83,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,43.2,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1598.54,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,2007.08,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,1722.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,40.3,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.81,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,43.43,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1605.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,2007.81,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,1727.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,40.83,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,47.96,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,43.9,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1680.29,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,2053.43,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,1819.21,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,41.03,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,48.48,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,44.34,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1768.38,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,2148.88,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,1917.97,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,42.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,49.51,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,45.76,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1829.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,2269.94,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2025.83,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,43.66,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,50.83,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.09,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1830.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,2299.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2050.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,51.31,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.65,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1819.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,2298.88,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2050.94,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,44.3,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,51.45,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,47.7,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
2013-2014,2013,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1793.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_02_lattice.csv
