crop_year,crop_year_start,month,month_order,price_type,sugar_class,product_type,unit,raw_value,survey_status,price,include_in_analysis,source_period,source_file
2019-2020,2019,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,515.42",reported,1515.42,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,Composite Price,,raw_sugar,PHP/LKg,"1,499.22",reported,1499.22,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,November,3,Molasses,,molasses,PHP/MT,"12,570.14",reported,12570.14,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,182.03",reported,1182.03,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,509.23",reported,1509.23,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,Composite Price,,raw_sugar,PHP/LKg,"1,492.87",reported,1492.87,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,December,4,Molasses,,molasses,PHP/MT,"11,319.70",reported,11319.7,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2019-2020,2019,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,273.41",reported,1273.41,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,521.65",reported,1521.65,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,Composite Price,,raw_sugar,PHP/LKg,"1,509.24",reported,1509.24,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,January,5,Molasses,,molasses,PHP/MT,"8,466.97",reported,8466.97,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,263.15",reported,1263.15,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,534.18",reported,1534.18,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,Composite Price,,raw_sugar,PHP/LKg,"1,520.63",reported,1520.63,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,February,6,Molasses,,molasses,PHP/MT,"9,549.68",reported,9549.68,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,174.34",reported,1174.34,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,474.37",reported,1474.37,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,Composite Price,,raw_sugar,PHP/LKg,"1,459.37",reported,1459.37,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,March,7,Molasses,,molasses,PHP/MT,"10,331.20",reported,10331.2,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,177.79",reported,1177.79,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,504.35",reported,1504.35,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,Composite Price,,raw_sugar,PHP/LKg,"1,488.02",reported,1488.02,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,April,8,Molasses,,molasses,PHP/MT,"10,580.73",reported,10580.73,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,194.05",reported,1194.05,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,507.16",reported,1507.16,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,Composite Price,,raw_sugar,PHP/LKg,"1,491.50",reported,1491.5,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,May,9,Molasses,,molasses,PHP/MT,"10,897.32",reported,10897.32,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,188.00",reported,1188.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,518.67",reported,1518.67,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,Composite Price,,raw_sugar,PHP/LKg,"1,502.14",reported,1502.14,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,June,10,Molasses,,molasses,PHP/MT,"10,925.00",reported,10925.0,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,terminated,terminated,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,July,11,Molasses,,molasses,PHP/MT,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,terminated,terminated,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,"""D"" World Market","""D""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2019-2020,2019,August,12,Molasses,,molasses,PHP/MT,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_02_lattice.csv
2020-2021,2020,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,114.03",reported,1114.03,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,521.20",reported,1521.2,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,September,1,Composite Price,,raw_sugar,PHP/LKg,"1,492.70",reported,1492.7,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,September,1,Molasses,,molasses,PHP/MT,"10,625.00",reported,10625.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,192.76",reported,1192.76,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,469.80",reported,1469.8,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,Composite Price,,raw_sugar,PHP/LKg,"1,450.41",reported,1450.41,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,October,2,Molasses,,molasses,PHP/MT,"9,954.20",reported,9954.2,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,266.74",reported,1266.74,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,524.73",reported,1524.73,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,Composite Price,,raw_sugar,PHP/LKg,"1,506.67",reported,1506.67,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,November,3,Molasses,,molasses,PHP/MT,"9,038.87",reported,9038.87,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,283.97",reported,1283.97,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,509.18",reported,1509.18,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,Composite Price,,raw_sugar,PHP/LKg,"1,493.42",reported,1493.42,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,December,4,Molasses,,molasses,PHP/MT,"8,705.52",reported,8705.52,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2020-2021,2020,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,450.01",reported,1450.01,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,513.66",reported,1513.66,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,January,5,Composite Price,,raw_sugar,PHP/LKg,"1,510.48",reported,1510.48,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,January,5,Molasses,,molasses,PHP/MT,"10,889.04",reported,10889.04,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,495.24",reported,1495.24,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,537.18",reported,1537.18,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,Composite Price,,raw_sugar,PHP/LKg,"1,535.09",reported,1535.09,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,February,6,Molasses,,molasses,PHP/MT,"11,418.02",reported,11418.02,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,484.87",reported,1484.87,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,472.71",reported,1472.71,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,Composite Price,,raw_sugar,PHP/LKg,"1,473.32",reported,1473.32,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,March,7,Molasses,,molasses,PHP/MT,"12,237.55",reported,12237.55,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,429.41",reported,1429.41,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,415.73",reported,1415.73,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,Composite Price,,raw_sugar,PHP/LKg,"1,416.41",reported,1416.41,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,April,8,Molasses,,molasses,PHP/MT,"11,267.41",reported,11267.41,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,490.54",reported,1490.54,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,573.78",reported,1573.78,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,Composite Price,,raw_sugar,PHP/LKg,"1,569.62",reported,1569.62,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,May,9,Molasses,,molasses,PHP/MT,"9,763.07",reported,9763.07,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,194.17",reported,1194.17,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,479.95",reported,1479.95,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,June,10,Composite Price,,raw_sugar,PHP/LKg,"1,465.66",reported,1465.66,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,June,10,Molasses,,molasses,PHP/MT,"11,659.38",reported,11659.38,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,116.67",reported,1116.67,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,413.33",reported,1413.33,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,Composite Price,,raw_sugar,PHP/LKg,"1,398.50",reported,1398.5,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,July,11,Molasses,,molasses,PHP/MT,"12,318.33",reported,12318.33,True,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,Milling Operations Terminated,terminated,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,August,12,Composite Price,,raw_sugar,PHP/LKg,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2020-2021,2020,August,12,Molasses,,molasses,PHP/MT,,missing,,False,2015-2020,data\extracted\millsite_prices\2015-2020\table_01_lattice.csv
2021-2022,2021,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,597.37",reported,1597.37,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,September,1,Composite Price,,raw_sugar,PHP/LKg,"1,597.37",reported,1597.37,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,September,1,Molasses,,molasses,PHP/MT,"10,037.69",reported,10037.69,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,708.81",reported,1708.81,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,October,2,Composite Price,,raw_sugar,PHP/LKg,"1,708.81",reported,1708.81,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,October,2,Molasses,,molasses,PHP/MT,"10,385.11",reported,10385.11,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,680.67",reported,1680.67,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,November,3,Composite Price,,raw_sugar,PHP/LKg,"1,680.67",reported,1680.67,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,November,3,Molasses,,molasses,PHP/MT,"10,716.26",reported,10716.26,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,735.39",reported,1735.39,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,December,4,Composite Price,,raw_sugar,PHP/LKg,"1,735.39",reported,1735.39,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,December,4,Molasses,,molasses,PHP/MT,"10,617.27",reported,10617.27,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_04_lattice.csv
2021-2022,2021,January,5,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,269.79",reported,1269.79,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,January,5,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,507.10",reported,1507.1,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,January,5,Composite Price,,raw_sugar,PHP/LKg,"1,490.48",reported,1490.48,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,January,5,Molasses,,molasses,PHP/MT,"8,977.99",reported,8977.99,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,256.83",reported,1256.83,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,522.05",reported,1522.05,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,Composite Price,,raw_sugar,PHP/LKg,"1,503.48",reported,1503.48,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,February,6,Molasses,,molasses,PHP/MT,"9,130.65",reported,9130.65,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,"""A"" Export","""A""",raw_sugar,PHP/LKg,"1,289.59",reported,1289.59,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,608.23",reported,1608.23,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,Composite Price,,raw_sugar,PHP/LKg,"1,585.93",reported,1585.93,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,March,7,Molasses,,molasses,PHP/MT,"8,908.76",reported,8908.76,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,April,8,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,April,8,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,658.61",reported,1658.61,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,April,8,Composite Price,,raw_sugar,PHP/LKg,"1,658.61",reported,1658.61,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,April,8,Molasses,,molasses,PHP/MT,"8,938.87",reported,8938.87,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,May,9,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,May,9,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,653.78",reported,1653.78,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,May,9,Composite Price,,raw_sugar,PHP/LKg,"1,653.78",reported,1653.78,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,May,9,Molasses,,molasses,PHP/MT,"8,841.09",reported,8841.09,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,June,10,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,June,10,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,603.56",reported,1603.56,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,June,10,Composite Price,,raw_sugar,PHP/LKg,"1,603.56",reported,1603.56,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,June,10,Molasses,,molasses,PHP/MT,"8,702.23",reported,8702.23,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,July,11,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,July,11,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,613.33",reported,1613.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,July,11,Composite Price,,raw_sugar,PHP/LKg,"1,613.33",reported,1613.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,July,11,Molasses,,molasses,PHP/MT,"10,133.33",reported,10133.33,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,August,12,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,August,12,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"1,641.24",reported,1641.24,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,August,12,Composite Price,,raw_sugar,PHP/LKg,"1,641.24",reported,1641.24,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2021-2022,2021,August,12,Molasses,,molasses,PHP/MT,"9,825.00",reported,9825.0,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_05_lattice.csv
2022-2023,2022,September,1,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,September,1,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,363.71",reported,3363.71,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,September,1,Composite Price,,raw_sugar,PHP/LKg,"3,363.71",reported,3363.71,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,September,1,Molasses,,molasses,PHP/MT,"13,368.39",reported,13368.39,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,October,2,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,October,2,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,311.77",reported,3311.77,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,October,2,Composite Price,,raw_sugar,PHP/LKg,"3,311.77",reported,3311.77,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,October,2,Molasses,,molasses,PHP/MT,"13,813.78",reported,13813.78,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,November,3,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,November,3,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,269.76",reported,3269.76,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,November,3,Composite Price,,raw_sugar,PHP/LKg,"3,269.76",reported,3269.76,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,November,3,Molasses,,molasses,PHP/MT,"13,746.46",reported,13746.46,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,December,4,"""A"" Export","""A""",raw_sugar,PHP/LKg,,missing,,False,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,December,4,"""B"" Domestic","""B""",raw_sugar,PHP/LKg,"3,058.46",reported,3058.46,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
2022-2023,2022,December,4,Composite Price,,raw_sugar,PHP/LKg,"3,058.46",reported,3058.46,True,2020-2025,data\extracted\millsite_prices\2020-2025\table_03_lattice.csv
