crop_year,month,month_order,price_kind,market_level,product_type,unit,value_position,price,source_period,source_file
2012-2013,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1444.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1527.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1902.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,41.58,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,43.77,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,48.84,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1510.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1619.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1953.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,36.69,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,42.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.56,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1496.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1603.25,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1927.42,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,39.14,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,41.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.28,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1576.59,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1693.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1976.48,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,38.98,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,41.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1620.22,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1767.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2015.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,40.65,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,42.29,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.55,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1612.88,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1784.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2014.38,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,39.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,42.8,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.39,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1590.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1781.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1997.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,40.7,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,42.71,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.73,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1579.46,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1770.43,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1979.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,39.4,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,42.56,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2012-2013,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_03_lattice.csv
2011-2012,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1457.72,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1632.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1919.02,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,40.45,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,September,1,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,43.78,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,September,1,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,October,2,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1435.68,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,October,2,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1607.19,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,October,2,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1864.51,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,October,2,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,40.34,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,October,2,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,43.16,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,October,2,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,46.76,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,November,3,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1393.33,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,November,3,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1536.17,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,November,3,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1772.96,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,November,3,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,38.95,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,November,3,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,41.79,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,November,3,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,45.41,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,December,4,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1397.61,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,December,4,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1530.0,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,December,4,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1814.29,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,December,4,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,38.35,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,December,4,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,40.89,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,December,4,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,44.51,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,January,5,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1390.57,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,January,5,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1537.4,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,January,5,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1838.16,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,January,5,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,37.76,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,January,5,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,40.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,January,5,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,43.92,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,February,6,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1422.35,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,February,6,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1538.75,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,February,6,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1851.85,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,February,6,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,36.72,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,February,6,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,39.05,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,February,6,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,43.31,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,March,7,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1518.94,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,March,7,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1599.44,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,March,7,monthly_average,wholesale,refined_sugar,PHP/LKg,3,1981.01,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,March,7,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,36.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,March,7,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,39.1,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,March,7,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,43.73,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,April,8,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1621.96,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,April,8,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1727.05,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,April,8,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2060.94,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,April,8,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,37.37,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,April,8,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,39.97,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,April,8,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,45.04,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,May,9,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1621.96,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,May,9,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1764.69,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,May,9,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2062.77,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,May,9,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,38.99,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,May,9,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,41.22,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,May,9,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,46.34,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,June,10,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1785.24,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,June,10,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1895.69,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,June,10,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2258.54,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,June,10,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,39.84,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,June,10,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,42.32,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,June,10,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,47.44,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,July,11,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1787.57,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,July,11,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1937.64,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,July,11,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2286.51,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,July,11,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,42.86,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,July,11,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,45.3,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,July,11,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,50.82,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,August,12,monthly_average,wholesale,raw_sugar,PHP/LKg,1,1782.11,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,August,12,monthly_average,wholesale,washed_sugar,PHP/LKg,2,1928.06,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,August,12,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2291.37,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,August,12,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,43.3,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,August,12,monthly_average,retail_wet_market,washed_sugar,PHP/kg,5,45.82,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2011-2012,August,12,monthly_average,retail_wet_market,refined_sugar,PHP/kg,6,51.49,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_04_lattice.csv
2010-2011,September,1,monthly_average,wholesale,raw_sugar,PHP/LKg,1,2332.08,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,September,1,monthly_average,wholesale,washed_sugar,PHP/LKg,2,2497.5,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,September,1,monthly_average,wholesale,refined_sugar,PHP/LKg,3,2603.67,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
2010-2011,September,1,monthly_average,retail_wet_market,raw_sugar,PHP/kg,4,51.18,2010-2015,data\extracted\metro_manila_prices\2010-2015\table_05_lattice.csv
